name,iso_country,iso_region,municipality,iata_code,region,country_name
Capitan FAP Jose A Quinones Gonzales International Airport,PE,PE-LAM,Chiclayo,CIX,Lambayeque,Peru
Coronel FAP Alfredo Mendivil Duarte Airport,PE,PE-AYA,Ayacucho,AYP,Ayacucho,Peru
Comandante FAP German Arias Graziani Airport,PE,PE-ANC,Anta,ATA,Ancash,Peru
Jorge ChÃ¡vez International Airport,PE,PE-LIM,Lima,LIM,Lima,Peru
Juan Simons Vela Airport,PE,PE-SAM,Rioja,RIJ,San Martin,Peru
Shumba Airport,PE,PE-CAJ,Jaen,JAE,Cajamarca,Peru
Juanjui Airport,PE,PE-SAM,Juanjui,JJI,San Martin,Peru
Francisco Carle Airport,PE,PE-JUN,Jauja,JAU,Junin,Peru
Inca Manco Capac International Airport,PE,PE-PUN,Juliaca,JUL,Puno,Peru
Mayor General FAP Armando Revoredo Iglesias Airport,PE,PE-CAJ,Cajamarca,CJA,Cajamarca,Peru
Ilo Airport,PE,PE-MOQ,Ilo,ILQ,Moquegua,Peru
Capitan FAP Pedro Canga Rodriguez Airport,PE,PE-TUM,Tumbes,TBP,Tumbes,Peru
Moises Benzaquen Rengifo Airport,PE,PE-LOR,Yurimaguas,YMS,Loreto,Peru
Alferez Fap David Figueroa Fernandini Airport,PE,PE-HUC,Huanuco,HUU,Huanuco,Peru
Chachapoyas Airport,PE,PE-AMA,Chachapoyas,CHH,Amazonas,Peru
Coronel FAP Francisco Secada Vignetta International Airport,PE,PE-LOR,Iquitos,IQT,Loreto,Peru
RodrÃ­guez BallÃ³n International Airport,PE,PE-ARE,Arequipa,AQP,Arequipa,Peru
Capitan FAP Carlos Martinez De Pinillos International Airport,PE,PE-LAL,Trujillo,TRU,La Libertad,Peru
CapitÃ¡n FAP RenÃ¡n ElÃ­as Olivera International Airport,PE,PE-ICA,Pisco,PIO,Ica,Peru
Cadete FAP Guillermo Del Castillo Paredes Airport,PE,PE-SAM,Tarapoto,TPP,San Martin,Peru
Coronel FAP Carlos Ciriani Santa Rosa International Airport,PE,PE-TAC,Tacna,TCQ,Tacna,Peru
Padre Aldamiz International Airport,PE,PE-MDD,Puerto Maldonado,PEM,Madre de Dios,Peru
CapitÃ¡n FAP Guillermo Concha Iberico International Airport,PE,PE-PIU,Piura,PIU,Piura,Peru
Capitan Montes Airport,PE,PE-PIU,Talara,TYL,Piura,Peru
Maria Reiche Neuman Airport,PE,PE-ICA,Nazca,NZC,Ica,Peru
Alejandro Velasco Astete International Airport,PE,PE-CUS,Cusco,CUZ,Cusco,Peru
Faa'a International Airport,PF,PF-W,Papeete,PPT,Windward Islands,French Polynesia
Rurutu Airport,PF,PF-A,Rurutu,RUR,Austral Islands,French Polynesia
Tubuai Airport,PF,PF-A,Tubuai,TUB,Austral Islands,French Polynesia
Anaa Airport,PF,PF-T,Anaa,AAA,Tuamotu-Gambier Islands,French Polynesia
Fangatau Airport,PF,PF-T,Fangatau,FGU,Tuamotu-Gambier Islands,French Polynesia
Tikehau Airport,PF,PF-T,Tikehau,TIH,Tuamotu-Gambier Islands,French Polynesia
Reao Airport,PF,PF-T,Reao island,REA,Tuamotu-Gambier Islands,French Polynesia
Fakarava Airport,PF,PF-T,�Fakarava�,FAV,Tuamotu-Gambier Islands,French Polynesia
Manihi Airport,PF,PF-T,Manihi,XMH,Tuamotu-Gambier Islands,French Polynesia
Totegegie Airport,PF,PF-T,Rikitea,GMR,Tuamotu-Gambier Islands,French Polynesia
Kaukura Airport,PF,PF-T,Kaukura,KKR,Tuamotu-Gambier Islands,French Polynesia
Makemo Airport,PF,PF-T,Makemo,MKP,Tuamotu-Gambier Islands,French Polynesia
Puka Puka Airport,PF,PF-T,Puka Puka,PKP,Tuamotu-Gambier Islands,French Polynesia
Takapoto Airport,PF,PF-T,Takapoto,TKP,Tuamotu-Gambier Islands,French Polynesia
Arutua Airport,PF,PF-T,Arutua,AXR,Tuamotu-Gambier Islands,French Polynesia
Mataiva Airport,PF,PF-T,Mataiva,MVT,Tuamotu-Gambier Islands,French Polynesia
Ahe Airport,PF,PF-T,Ahe,AHE,Tuamotu-Gambier Islands,French Polynesia
Takaroa Airport,PF,PF-T,Takaroa,TKX,Tuamotu-Gambier Islands,French Polynesia
Nuku Hiva Airport,PF,PF-M,�Nuku Hiva,NHV,Marquesas Islands,French Polynesia
Hiva Oa-Atuona Airport,PF,PF-M,Hiva Oa Island,AUQ,Marquesas Islands,French Polynesia
Bora Bora Airport,PF,PF-L,Bora Bora,BOB,Leeward Islands,French Polynesia
Rangiroa Airport,PF,PF-T,Rangiroa�,RGI,Tuamotu-Gambier Islands,French Polynesia
Huahine-Fare Airport,PF,PF-L,Huahine,HUH,Leeward Islands,French Polynesia
Moorea Airport,PF,PF-W,Moorea,MOZ,Windward Islands,French Polynesia
Hao Airport,PF,PF-T,Hao,HOI,Tuamotu-Gambier Islands,French Polynesia
Maupiti Airport,PF,PF-L,Maupiti,MAU,Leeward Islands,French Polynesia
Raiatea Airport,PF,PF-L,�Raiatea,RFP,Leeward Islands,French Polynesia
Buka Airport,PG,PG-NSB,Buka Island,BUA,Bougainville,Papua New Guinea
Chimbu Airport,PG,PG-CPK,Kundiawa,CMU,Chimbu,Papua New Guinea
Daru Airport,PG,PG-WPD,Daru,DAU,Western,Papua New Guinea
Goroka Airport,PG,PG-EHG,Goronka,GKA,Eastern Highlands,Papua New Guinea
Gurney Airport,PG,PG-MBA,Gurney,GUR,Milne Bay,Papua New Guinea
Girua Airport,PG,PG-NPP,Popondetta,PNP,Northern,Papua New Guinea
Kimbe Airport,PG,PG-WBK,Hoskins,HKN,West New Britain,Papua New Guinea
Kerema Airport,PG,PG-GPK,Kerema,KMA,Gulf,Papua New Guinea
Kavieng Airport,PG,PG-NIK,Kavieng,KVG,New Ireland,Papua New Guinea
Madang Airport,PG,PG-MPM,Madang,MAG,Madang,Papua New Guinea
Mount Hagen Kagamuga Airport,PG,PG-WHM,Mount Hagen,HGU,Western Highlands,Papua New Guinea
Mendi Airport,PG,PG-SHM,Mendi,MDU,Southern Highlands,Papua New Guinea
Momote Airport,PG,PG-MRL,Manus Island,MAS,Manus,Papua New Guinea
Nadzab Airport,PG,PG-MPL,Lae,LAE,Morobe,Papua New Guinea
Port Moresby Jacksons International Airport,PG,PG-NCD,Port Moresby,POM,National Capital District (Port Moresby),Papua New Guinea
Tokua Airport,PG,PG-EBR,Tokua,RAB,East New Britain,Papua New Guinea
Vanimo Airport,PG,PG-SAN,Vanimo,VAI,West Sepik,Papua New Guinea
Wapenamanda Airport,PG,PG-EPW,Wapenamanda,WBM,Enga,Papua New Guinea
Wewak International Airport,PG,PG-ESW,Wewak,WWK,East Sepik,Papua New Guinea
Balimo Airport,PG,PG-WPD,Balimo,OPU,Western,Papua New Guinea
Baimuru Airport,PG,PG-GPK,Baimuru,VMU,Gulf,Papua New Guinea
Laguindingan Airport,PH,PH-MSR,Cagayan de Oro City,CGY,Misamis Oriental,Philippines
Subic Bay International Airport,PH,PH-ZMB,Olongapo City,SFS,Zambales,Philippines
Diosdado Macapagal International Airport,PH,PH-PAM,Angeles/Mabalacat,CRK,Pampanga,Philippines
Laoag International Airport,PH,PH-ILN,Laoag City,LAO,Ilocos Norte,Philippines
Ninoy Aquino International Airport,PH,PH-00,Pasay/Para�aque,MNL,National Capital Region,Philippines
Legazpi City International Airport,PH,PH-ALB,Legazpi City,LGP,Albay,Philippines
Lubang Airport,PH,PH-MDC,Lubang Island,LBX,Mindoro Occidental,Philippines
Allah Valley Airport,PH,PH-SCO,Surallah,AAV,South Cotabato,Philippines
Awang Airport,PH,PH-MAG,Cotabato City,CBO,Maguindanao,Philippines
Francisco Bangoy International Airport,PH,PH-DAV,Davao City,DVO,Davao del Norte,Philippines
Bancasi Airport,PH,PH-AGN,Butuan City,BXU,Agusan del Norte,Philippines
Bislig Airport,PH,PH-SUR,Bislig,BPH,Surigao del Sur,Philippines
Dipolog Airport,PH,PH-ZAN,Dipolog City,DPL,Zamboanga del Norte,Philippines
Camiguin Airport,PH,PH-CAM,Mambajao,CGM,Camiguin,Philippines
Jolo Airport,PH,PH-SLU,Jolo,JOL,Sulu,Philippines
Sanga Sanga Airport,PH,PH-TAW,Bongao,TWT,Tawi-Tawi,Philippines
Labo Airport,PH,PH-MSC,Ozamiz City,OZC,Misamis Occidental,Philippines
Pagadian Airport,PH,PH-ZAS,Pagadian City,PAG,Zamboanga del Sur,Philippines
Mati National Airport,PH,PH-DAO,Mati,MXI,Davao Oriental,Philippines
General Santos International Airport,PH,PH-SCO,General Santos,GES,South Cotabato,Philippines
Surigao Airport,PH,PH-SUN,Surigao City,SUG,Surigao del Norte,Philippines
Tandag Airport,PH,PH-SUR,Tandag,TDG,Surigao del Sur,Philippines
Zamboanga International Airport,PH,PH-ZAS,Zamboanga City,ZAM,Zamboanga del Sur,Philippines
Loakan Airport,PH,PH-BEN,Baguio City,BAG,Benguet,Philippines
Daet Airport,PH,PH-CAN,Daet,DTE,Camarines Norte,Philippines
San Jose Airport,PH,PH-MDC,San Jose,SJI,Mindoro Occidental,Philippines
Mamburao Airport,PH,PH-MDC,Mamburao,MBO,Mindoro Occidental,Philippines
Naga Airport,PH,PH-CAS,Naga,WNP,Camarines Sur,Philippines
Basco Airport,PH,PH-BTN,Basco,BSO,Batanes,Philippines
Dr.Juan C. Angara Airport,PH,PH-AUR,Baler,BQA,Aurora,Philippines
San Fernando Airport,PH,PH-LUN,San Fernando,SFE,La Union,Philippines
Tuguegarao Airport,PH,PH-CAG,Tuguegarao City,TUG,Cagayan,Philippines
Virac Airport,PH,PH-CAT,Virac,VRC,Catanduanes,Philippines
Marinduque Airport,PH,PH-MAD,Gasan,MRQ,Marinduque,Philippines
Cauayan Airport,PH,PH-ISA,Cauayan City,CYZ,Isabela,Philippines
Daniel Z. Romualdez Airport,PH,PH-LEY,Tacloban City,TAC,Leyte,Philippines
Bacolod-Silay Airport,PH,PH-NEC,Bacolod City,BCD,Negros Occidental,Philippines
Calbayog Airport,PH,PH-WSA,Calbayog City,CYP,Samar,Philippines
Sibulan Airport,PH,PH-NER,Dumaguete City,DGT,Negros Oriental,Philippines
Godofredo P. Ramos Airport,PH,PH-AKL,Malay,MPH,Aklan,Philippines
Catarman National Airport,PH,PH-NSA,Catarman,CRM,Northern Samar,Philippines
Iloilo International Airport,PH,PH-ILI,Iloilo City,ILO,Iloilo,Philippines
Moises R. Espinosa Airport,PH,PH-MAS,Masbate,MBT,Masbate,Philippines
Kalibo International Airport,PH,PH-AKL,Kalibo,KLO,Aklan,Philippines
Mactan Cebu International Airport,PH,PH-CEB,Lapu-Lapu City,CEB,Cebu,Philippines
Ormoc Airport,PH,PH-LEY,Ormoc City,OMC,Leyte,Philippines
Puerto Princesa Airport,PH,PH-PLW,Puerto Princesa City,PPS,Palawan,Philippines
Roxas Airport,PH,PH-CAP,Roxas City,RXS,Capiz,Philippines
Evelio Javier Airport,PH,PH-ANT,San Jose,EUQ,Antique,Philippines
Tagbilaran Airport,PH,PH-BOH,Tagbilaran City,TAG,Bohol,Philippines
Tugdan Airport,PH,PH-ROM,Tablas Island,TBH,Romblon,Philippines
Francisco B. Reyes Airport,PH,PH-PLW,Coron,USU,Palawan,Philippines
Bahawalpur Airport,PK,PK-PB,Bahawalpur,BHV,Punjab,Pakistan
Chitral Airport,PK,PK-KP,Chitral,CJL,Khyber Pakhtunkhwa,Pakistan
Dera Ghazi Khan Airport,PK,PK-PB,Dera Ghazi Khan,DEA,Punjab,Pakistan
Dera Ismael Khan Airport,PK,PK-KP,Dera Ismael Khan,DSK,Khyber Pakhtunkhwa,Pakistan
Faisalabad International Airport,PK,PK-PB,Faisalabad,LYP,Punjab,Pakistan
Gwadar International Airport,PK,PK-BA,Gwadar,GWD,Balochistan,Pakistan
Gilgit Airport,PK,PK-GB,Gilgit,GIL,Gilgit-Baltistan,Pakistan
Islamabad International Airport,PK,PK-PB,Islamabad,ISB,Punjab,Pakistan
Jinnah International Airport,PK,PK-SD,Karachi,KHI,Sindh,Pakistan
Alama Iqbal International Airport,PK,PK-PB,Lahore,LHE,Punjab,Pakistan
Mangla Airport,PK,PK-PB,Mangla,XJM,Punjab,Pakistan
Muzaffarabad Airport,PK,PK-JK,Muzaffarabad,MFG,Azad Jammu and Kashmir,Pakistan
Moenjodaro Airport,PK,PK-SD,Moenjodaro,MJD,Sindh,Pakistan
Multan International Airport,PK,PK-PB,Multan,MUX,Punjab,Pakistan
Shaheed Benazirabad Airport,PK,PK-SD,Nawabashah,WNS,Sindh,Pakistan
Panjgur Airport,PK,PK-BA,Panjgur,PJG,Balochistan,Pakistan
Pasni Airport,PK,PK-BA,Pasni,PSI,Balochistan,Pakistan
Peshawar International Airport,PK,PK-KP,Peshawar,PEW,Khyber Pakhtunkhwa,Pakistan
Quetta International Airport,PK,PK-BA,Quetta,UET,Balochistan,Pakistan
Shaikh Zaid Airport,PK,PK-PB,Rahim Yar Khan,RYK,Punjab,Pakistan
Rawalakot Airport,PK,PK-JK,Rawalakot,RAZ,Azad Jammu and Kashmir,Pakistan
Skardu Airport,PK,PK-GB,Skardu,KDU,Gilgit-Baltistan,Pakistan
Sukkur Airport,PK,PK-SD,Mirpur Khas,SKZ,Sindh,Pakistan
Sehwan Sharif Airport,PK,PK-SD,Sehwan Sharif,SYW,Sindh,Pakistan
Saidu Sharif Airport,PK,PK-KP,Saidu Sharif,SDT,Khyber Pakhtunkhwa,Pakistan
Sialkot Airport,PK,PK-PB,Sialkot,SKT,Punjab,Pakistan
Sui Airport,PK,PK-BA,Sui,SUL,Balochistan,Pakistan
Turbat International Airport,PK,PK-BA,Turbat,TUK,Balochistan,Pakistan
Zhob Airport,PK,PK-BA,Fort Sandeman,PZH,Balochistan,Pakistan
BiaÅa Podlaska Airfield,PL,PL-06,Bia?ystok,BXP,Lubelskie,Poland
Bydgoszcz Ignacy Jan Paderewski Airport,PL,PL-04,Bydgoszcz,BZG,Kujawsko-Pomorskie,Poland
GdaÅsk Lech WaÅÄsa Airport,PL,PL-22,Gda?sk,GDN,Pomorskie,Poland
KrakÃ³w John Paul II International Airport,PL,PL-12,Krak�w,KRK,Malopolskie,Poland
Katowice International Airport,PL,PL-24,Katowice,KTW,Slaskie,Poland
ÅÃ³dÅº WÅadysÅaw Reymont Airport,PL,PL-10,?�d?,LCJ,Lodzkie,Poland
Modlin Airport,PL,PL-14,Warsaw,WMI,Mazowieckie,Poland
PoznaÅ-Åawica Airport,PL,PL-30,Pozna?,POZ,Wielkopolskie,Poland
Radom Airport,PL,PL-14,Radom,RDO,Mazowieckie,Poland
RzeszÃ³w-Jasionka Airport,PL,PL-18,Rzesz�w,RZE,Podkarpackie,Poland
"Szczecin-GoleniÃ³w ""SolidarnoÅÄ"" Airport",PL,PL-32,Goleni�w,SZZ,Zachodniopomorskie,Poland
Olsztyn-Mazury Airport,PL,PL-28,Olsztyn,SZY,Warminsko-Mazurskie,Poland
Warsaw Chopin Airport,PL,PL-14,Warsaw,WAW,Mazowieckie,Poland
Copernicus WrocÅaw Airport,PL,PL-02,Wroc?aw,WRO,Dolnoslaskie,Poland
Zielona GÃ³ra-Babimost Airport,PL,PL-08,Babimost,IEG,Lubuskie,Poland
Lublin Airport,PL,PL-06,Lublin,LUZ,Lubelskie,Poland
Miquelon Airport,PM,PM-SM,Miquelon,MQC,Saint Pierre and Miquelon,Saint Pierre and Miquelon
St Pierre Airport,PM,PM-SM,Saint-Pierre,FSP,Saint Pierre and Miquelon,Saint Pierre and Miquelon
Antonio Nery Juarbe Pol Airport,PR,PR-AR,Arecibo,ARE,Arecibo,Puerto Rico
Rafael Hernandez Airport,PR,PR-AG,Aguadilla,BQN,Aguadilla,Puerto Rico
Diego Jimenez Torres Airport,PR,PR-FA,Fajardo,FAJ,Fajardo,Puerto Rico
Fernando Luis Ribas Dominicci Airport,PR,PR-SJ,San Juan,SIG,San Juan,Puerto Rico
Eugenio Maria De Hostos Airport,PR,PR-MZ,Mayaguez,MAZ,Mayaguez,Puerto Rico
Mercedita Airport,PR,PR-PE,Ponce,PSE,Ponce,Puerto Rico
Luis Munoz Marin International Airport,PR,PR-CA,Carolina,SJU,Carolina,Puerto Rico
Santa Maria Airport,PT,PT-20,Vila do Porto,SMA,Regiao Autonoma dos Acores,Portugal
BraganÃ§a Airport,PT,PT-04,Bragan�a,BGC,Braganca,Portugal
Braga Municipal Aerodrome,PT,PT-03,Braga,BGZ,Braga,Portugal
Cascais Airport,PT,PT-11,Cascais,CAT,Lisboa,Portugal
Flores Airport,PT,PT-20,Santa Cruz das Flores,FLW,Regiao Autonoma dos Acores,Portugal
Faro Airport,PT,PT-08,Faro,FAO,Faro,Portugal
Graciosa Airport,PT,PT-20,Santa Cruz da Graciosa,GRW,Regiao Autonoma dos Acores,Portugal
Horta Airport,PT,PT-20,Horta,HOR,Regiao Autonoma dos Acores,Portugal
Lajes Airport,PT,PT-20,Praia da Vit�ria,TER,Regiao Autonoma dos Acores,Portugal
Madeira Airport,PT,PT-30,Funchal,FNC,Regiao Autonoma da Madeira,Portugal
JoÃ£o Paulo II Airport,PT,PT-20,Ponta Delgada,PDL,Regiao Autonoma dos Acores,Portugal
Pico Airport,PT,PT-20,Pico Island,PIX,Regiao Autonoma dos Acores,Portugal
PortimÃ£o Airport,PT,PT-08,Portim�o,PRM,Faro,Portugal
Francisco de SÃ¡ Carneiro Airport,PT,PT-13,Porto,OPO,Porto,Portugal
Porto Santo Airport,PT,PT-30,Vila Baleira,PXO,Regiao Autonoma da Madeira,Portugal
Humberto Delgado Airport (Lisbon Portela Airport),PT,PT-11,Lisbon,LIS,Lisboa,Portugal
SÃ£o Jorge Airport,PT,PT-20,Velas,SJZ,Regiao Autonoma dos Acores,Portugal
Vila Real Airport,PT,PT-17,Vila Real,VRL,Vila Real,Portugal
Aerodromo Goncalves Lobato (Viseu Airport),PT,PT-18,Viseu,VSE,Viseu,Portugal
Babelthuap Airport,PW,PW-004,Babelthuap Island,ROR,Airai,Palau
Silvio Pettirossi International Airport,PY,PY-11,Asunci�n,ASU,Central,Paraguay
Juan De Ayolas Airport,PY,PY-8,Ayolas,AYO,Misiones,Paraguay
Guarani International Airport,PY,PY-10,Ciudad del Este,AGT,Alto Parana,Paraguay
Dr. Luis Maria ArgaÃ±a International Airport,PY,PY-19,Mariscal Estigarribia,ESG,Boqueron,Paraguay
Carlos Miguel Gimenez Airport,PY,PY-12,Pilar,PIL,Neembucu,Paraguay
Doha International Airport,QA,QA-DA,Doha,DIA,Doha,Qatar
Hamad International Airport,QA,QA-DA,Doha,DOH,Doha,Qatar
Roland Garros Airport,RE,RE-R,St Denis,RUN,Reunion,Reunion
Pierrefonds Airport,RE,RE-R,St Pierre,ZSE,Reunion,Reunion
Arad International Airport,RO,RO-AR,Arad,ARW,Arad,Romania
BacÄu Airport,RO,RO-BC,Bac?u,BCM,Bacau,Romania
MaramureÈ International Airport,RO,RO-MM,Baia Mare,BAY,Maramures,Romania
BÄneasa International Airport,RO,RO-B,Bucharest,BBU,Bucuresti,Romania
Mihail KogÄlniceanu International Airport,RO,RO-CT,Constan?a,CND,Constanta,Romania
Cluj-Napoca International Airport,RO,RO-CJ,Cluj-Napoca,CLJ,Cluj,Romania
CaransebeÅ Airport,RO,RO-CS,Caransebe?,CSB,Caras-Severin,Romania
Craiova Airport,RO,RO-DJ,Craiova,CRA,Dolj,Romania
IaÅi Airport,RO,RO-IS,Ia?i,IAS,Iasi,Romania
Oradea International Airport,RO,RO-BH,Oradea,OMR,Bihor,Romania
Henri CoandÄ International Airport,RO,RO-B,Bucharest,OTP,Bucuresti,Romania
Sibiu International Airport,RO,RO-SB,Sibiu,SBZ,Sibiu,Romania
Satu Mare Airport,RO,RO-SM,Satu Mare,SUJ,Satu Mare,Romania
Suceava Stefan cel Mare Airport,RO,RO-SV,Suceava,SCV,Suceava,Romania
Tulcea Airport,RO,RO-TL,Tulcea,TCE,Tulcea,Romania
Transilvania TÃ¢rgu MureÅ International Airport,RO,RO-MS,T�rgu Mure?,TGM,Mures,Romania
TimiÅoara Traian Vuia Airport,RO,RO-TM,Timi?oara,TSR,Timis,Romania
Belgrade Nikola Tesla Airport,RS,RS-00,Belgrade,BEG,Beograd,Serbia
Nis Airport,RS,RS-20,Ni�,INI,Nisavski okrug,Serbia
Grozny North Airport,RU,RU-CE,Grozny,GRV,Chechenskaya Respublika,Russian Federation
Yakutsk Airport,RU,RU-SA,Yakutsk,YKS,"Saha, Respublika",Russian Federation
Chulman Airport,RU,RU-SA,Neryungri,NER,"Saha, Respublika",Russian Federation
Moma Airport,RU,RU-SA,Khonuu,MQJ,"Saha, Respublika",Russian Federation
Magan Airport,RU,RU-SA,Magan,GYG,"Saha, Respublika",Russian Federation
Olyokminsk Airport,RU,RU-SA,Olyokminsk,OLZ,"Saha, Respublika",Russian Federation
Ust-Nera Airport,RU,RU-SA,Ust-Nera,USR,"Saha, Respublika",Russian Federation
Vilyuisk Airport,RU,RU-SA,Vilyuisk,VYI,"Saha, Respublika",Russian Federation
Lensk Airport,RU,RU-SA,Lensk,ULK,"Saha, Respublika",Russian Federation
Polyarny Airport,RU,RU-SA,Yakutia,PYJ,"Saha, Respublika",Russian Federation
Mirny Airport,RU,RU-SA,Mirny,MJZ,"Saha, Respublika",Russian Federation
Saskylakh Airport,RU,RU-SA,Saskylakh,SYS,"Saha, Respublika",Russian Federation
Belaya Gora Airport,RU,RU-SA,Belaya Gora,BGN,"Saha, Respublika",Russian Federation
Srednekolymsk Airport,RU,RU-SA,Srednekolymsk,SEK,"Saha, Respublika",Russian Federation
Chokurdakh Airport,RU,RU-SA,Chokurdah,CKH,"Saha, Respublika",Russian Federation
Cherskiy Airport,RU,RU-SA,Cherskiy,CYX,"Saha, Respublika",Russian Federation
Tiksi Airport,RU,RU-SA,Tiksi,IKS,"Saha, Respublika",Russian Federation
Zyryanka Airport,RU,RU-SA,Zyryanka,ZKP,"Saha, Respublika",Russian Federation
Ignatyevo Airport,RU,RU-AMU,Blagoveschensk,BQS,Amurskaya oblast',Russian Federation
Khabarovsk-Novy Airport,RU,RU-KHA,Khabarovsk,KHV,Khabarovskiy kray,Russian Federation
Komsomolsk-on-Amur Airport,RU,RU-KHA,Komsomolsk-on-Amur,KXK,Khabarovskiy kray,Russian Federation
Maygatka Airport.,RU,RU-KHA,Sovetskaya Gavan,GVN,Khabarovskiy kray,Russian Federation
Ugolny Airport,RU,RU-CHU,Anadyr,DYR,Chukotskiy avtonomnyy okrug,Russian Federation
Provideniya Bay Airport,RU,RU-CHU,Chukotka,PVS,Chukotskiy avtonomnyy okrug,Russian Federation
Keperveem Airport,RU,RU-CHU,Keperveem,KPW,Chukotskiy avtonomnyy okrug,Russian Federation
Sokol Airport,RU,RU-MAG,Magadan,GDX,Magadanskaya oblast',Russian Federation
Pevek Airport,RU,RU-CHU,Pevek,PWE,Chukotskiy avtonomnyy okrug,Russian Federation
Nikolayevsk-na-Amure Airport,RU,RU-KHA,Nikolayevsk-na-Amure Airport,NLI,Khabarovskiy kray,Russian Federation
Okhotsk Airport,RU,RU-KHA,Okhotsk,OHO,Khabarovskiy kray,Russian Federation
Yelizovo Airport,RU,RU-KAM,Petropavlovsk-Kamchatsky,PKC,Kamchatskiy kray,Russian Federation
Yuzhno-Sakhalinsk Airport,RU,RU-SAK,Yuzhno-Sakhalinsk,UUS,Sakhalinskaya oblast',Russian Federation
Vladivostok International Airport,RU,RU-PRI,Vladivostok,VVO,Primorskiy kray,Russian Federation
Chita-Kadala Airport,RU,RU-CHI,Chita,HTA,,Russian Federation
Bratsk Airport,RU,RU-IRK,Bratsk,BTK,Irkutskaya oblast',Russian Federation
Irkutsk Airport,RU,RU-IRK,Irkutsk,IKT,Irkutskaya oblast',Russian Federation
Ust-Kut Airport,RU,RU-IRK,Ust-Kut,UKX,Irkutskaya oblast',Russian Federation
Ulan-Ude Airport (Mukhino),RU,RU-BU,Ulan Ude,UUD,"Buryatiya, Respublika",Russian Federation
Talagi Airport,RU,RU-ARK,Archangelsk,ARH,Arkhangel'skaya oblast',Russian Federation
Naryan Mar Airport,RU,RU-NEN,Naryan Mar,NNM,Nenetskiy avtonomnyy okrug,Russian Federation
Cherepovets Airport,RU,RU-VLG,Cherepovets,CEE,Vologodskaya oblast',Russian Federation
Amderma Airport,RU,RU-NEN,Amderma,AMV,Nenetskiy avtonomnyy okrug,Russian Federation
Kotlas Airport,RU,RU-ARK,Kotlas,KSZ,Arkhangel'skaya oblast',Russian Federation
Pulkovo Airport,RU,RU-SPE,St. Petersburg,LED,Sankt-Peterburg,Russian Federation
Murmansk Airport,RU,RU-MUR,Murmansk,MMK,Murmanskaya oblast',Russian Federation
Velikiye Luki Airport,RU,RU-PSK,Velikiye Luki,VLU,Pskovskaya oblast',Russian Federation
Pskov Airport,RU,RU-PSK,Pskov,PKV,Pskovskaya oblast',Russian Federation
Petrozavodsk Airport,RU,RU-KR,Petrozavodsk,PES,"Kareliya, Respublika",Russian Federation
Vologda Airport,RU,RU-VLG,Vologda,VGD,Vologodskaya oblast',Russian Federation
Khrabrovo Airport,RU,RU-KGD,Kaliningrad,KGD,Kaliningradskaya oblast',Russian Federation
Abakan Airport,RU,RU-KK,Abakan,ABA,"Khakasiya, Respublika",Russian Federation
Barnaul Airport,RU,RU-ALT,Barnaul,BAX,Altayskiy kray,Russian Federation
Gorno-Altaysk Airport,RU,RU-AL,Gorno-Altaysk,RGK,"Altay, Respublika",Russian Federation
Kemerovo Airport,RU,RU-KEM,Kemerovo,KEJ,Kemerovskaya oblast',Russian Federation
Yeniseysk Airport,RU,RU-KYA,Yeniseysk,EIE,Krasnoyarskiy kray,Russian Federation
Podkamennaya Tunguska Airport,RU,RU-KYA,Bor,TGP,Krasnoyarskiy kray,Russian Federation
Yemelyanovo Airport,RU,RU-KYA,Krasnoyarsk,KJA,Krasnoyarskiy kray,Russian Federation
Achinsk Airport,RU,RU-KYA,Achinsk,ACS,Krasnoyarskiy kray,Russian Federation
Kyzyl Airport,RU,RU-TY,Kyzyl,KYZ,"Tyva, Respublika",Russian Federation
Tolmachevo Airport,RU,RU-NVS,Novosibirsk,OVB,Novosibirskaya oblast',Russian Federation
Omsk Central Airport,RU,RU-OMS,Omsk,OMS,Omskaya oblast',Russian Federation
Strezhevoy Airport,RU,RU-TOM,Strezhevoy,SWT,Tomskaya oblast',Russian Federation
Bogashevo Airport,RU,RU-TOM,Tomsk,TOF,Tomskaya oblast',Russian Federation
Spichenkovo Airport,RU,RU-KEM,Novokuznetsk,NOZ,Kemerovskaya oblast',Russian Federation
Dikson Airport,RU,RU-KYA,Dikson,DKS,Krasnoyarskiy kray,Russian Federation
Khatanga Airport,RU,RU-KYA,Khatanga,HTG,Krasnoyarskiy kray,Russian Federation
Igarka Airport,RU,RU-KYA,Igarka,IAA,Krasnoyarskiy kray,Russian Federation
Norilsk-Alykel Airport,RU,RU-KYA,Norilsk,NSK,Krasnoyarskiy kray,Russian Federation
Anapa Vityazevo Airport,RU,RU-KDA,Anapa,AAQ,Krasnodarskiy kray,Russian Federation
Yeysk Airport,RU,RU-KDA,Yeysk,EIK,Krasnodarskiy kray,Russian Federation
Gelendzhik Airport,RU,RU-KDA,Gelendzhik,GDZ,Krasnodarskiy kray,Russian Federation
Krasnodar Pashkovsky International Airport,RU,RU-KDA,Krasnodar,KRR,Krasnodarskiy kray,Russian Federation
Uytash Airport,RU,RU-DA,Makhachkala,MCX,"Dagestan, Respublika",Russian Federation
Mineralnyye Vody Airport,RU,RU-STA,Mineralnyye Vody,MRV,Stavropol'skiy kray,Russian Federation
Nalchik Airport,RU,RU-KB,Nalchik,NAL,Kabardino-Balkarskaya Respublika,Russian Federation
